host_id,host_name,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count
143509629,Mel,0,N/A,0.0,1
32999831,Valeria,3,2019-05-12,0.84,1
65929049,Bar,2,2019-05-05,0.39,1
62436749,Alexander,0,N/A,0.0,1
241035874,Anne,16,2019-06-03,4.14,1
25116715,Mary,0,N/A,0.0,1
171646902,Sophie,20,2019-06-25,6.32,1
228141767,Angel,14,2019-06-24,2.86,1
10476957,Gina & Alex,8,2019-05-12,1.59,1
11263163,Antonio,18,2019-06-30,3.83,1
118769947,Albina,30,2019-06-21,6.0,1
16954523,Tessa,4,2019-06-06,0.92,1
171331943,Marko,6,2019-07-02,6.0,1
238391711,Harrie,13,2019-06-26,3.05,1
20811907,Richard-Anthony,14,2019-06-17,2.96,1
220139308,Ellie,13,2019-06-26,4.15,1
31691527,Kat,4,2019-06-09,1.52,1
124506693,Beautiful Brooklyn,9,2019-07-01,3.38,1
131995652,Henry,7,2019-07-07,1.74,1
4619315,Tiffany,9,2019-06-10,2.01,1
241277495,Virginie,1,2019-06-15,1.0,1
18466353,Magal,0,N/A,0.0,1
3280640,Seth,18,2019-07-01,3.83,1
16384390,Matthew,9,2019-06-19,2.37,1
1570799,Adam,2,2019-06-19,0.9,1
801538,Mike,0,N/A,0.0,1
68959402,Santiago,8,2019-06-05,1.73,1
21536937,Chen,1,2019-05-16,0.56,1
187849608,Florencio,3,2019-05-14,0.63,1
6883576,Otto,9,2019-06-16,2.37,1
1458110,Molly,2,2019-05-26,0.41,2
241341898,Madeleine,27,2019-05-29,5.7,1
116089235,Noemi,1,2019-05-23,0.63,1
48675725,Rosemary,18,2019-07-01,4.43,1
241366980,Josefina,20,2019-07-02,4.88,1
241359293,Bijan,0,N/A,0.0,1
9260643,Sophie,3,2019-04-26,1.18,1
210141310,Alci,22,2019-07-03,4.49,1
27891261,Glenn,2,2019-06-15,0.86,1
240237028,Jose,14,2019-06-11,2.96,1
33992697,Dor,3,2019-06-20,0.63,1
545623,Misty,11,2019-05-13,2.64,1
241361740,Michael,0,N/A,0.0,1
241366983,Jack,0,N/A,0.0,1
25043035,Lauren,4,2019-05-12,0.85,1
7627510,Eduardo,5,2019-06-27,1.06,1
32136241,EStelle,11,2019-06-18,2.77,1
77021411,Jennifer,0,N/A,0.0,1
55289,E,17,2019-07-04,3.98,1
241513556,Hunter,0,N/A,0.0,1
92510990,Kristen,5,2019-06-01,1.4,1
241541553,Sam,20,2019-06-30,3.97,1
39712384,Shanée & Ash,7,2019-07-01,2.44,1
241583701,Alejandro,4,2019-05-21,0.85,1
217807652,Jennifer,0,N/A,0.0,1
26817172,Malvern,11,2019-06-29,3.59,1
241458287,Leandro,15,2019-06-18,3.26,1
241675405,Yolanda,0,N/A,0.0,1
241676154,Maria,1,2019-06-29,1.0,2
241694782,Karin,1,2019-05-06,0.47,2
241059711,Saira,2,2019-04-21,0.52,1
241732167,Matty,1,2019-04-10,0.33,1
117717201,Matthew,3,2019-05-23,1.29,1
98868828,Natasha,0,N/A,0.0,1
234270791,April G,6,2019-06-18,2.02,3
17473098,Elias,0,N/A,0.0,1
107504230,Rhaynelina,2,2019-04-15,0.43,1
241764251,Claribel,8,2019-06-22,2.22,1
241765415,Michael,1,2019-03-14,0.25,1
9163877,Brian,4,2019-06-09,1.03,1
73670512,Monika,15,2019-07-05,3.31,2
64663067,Li,17,2019-07-06,3.86,1
241770178,Mary Luz,8,2019-05-24,1.88,1
232475160,Jhonnil,7,2019-06-21,1.47,1
45238340,Fa,8,2019-05-26,2.55,1
29775337,Amanda,7,2019-05-26,1.48,1
34468788,Heather,7,2019-07-01,2.92,1
241870258,Reesey,2,2019-04-06,0.63,2
24973324,Matthew,1,2019-02-18,0.21,1
241883660,Sherril,1,2019-05-25,0.67,1
241889662,Incentra,1,2019-04-24,0.39,5
59411033,Alexandra,2,2019-05-09,0.82,1
18874653,Elsa,5,2019-06-30,1.19,1
241924064,Alice,0,N/A,0.0,1
177449995,Jade,0,N/A,0.0,1
241940624,Beryl,9,2019-07-07,2.93,1
1646988,Murat,1,2019-06-24,1.0,1
241945355,Clement & Rose,5,2019-06-19,1.58,2
20375986,Marissa,17,2019-06-29,3.98,1
52005895,Jae,5,2019-05-14,1.1,1
64318524,Stephanie,1,2019-04-21,0.38,1
241985900,V,23,2019-06-23,4.66,1
53931758,Lc,3,2019-06-03,0.97,1
1859754,Adam,2,2019-06-30,0.48,1
5167068,Heather & Alex,12,2019-06-17,2.88,1
242063700,Marysell,2,2019-03-10,0.41,1
7973451,Chris,1,2019-04-01,0.3,1
13954138,Clarissa,0,N/A,0.0,2
242094791,Lizhen,1,2019-02-18,0.21,1
80354349,Luke,2,2019-05-06,0.85,1
207640201,Denny,7,2019-05-19,1.54,1
8212204,Nitzan,1,2019-03-09,0.25,1
4471865,Cuitlahuac,1,2019-03-21,0.27,1
242115790,Esteban,11,2019-06-23,3.33,1
235146087,Ismael,10,2019-06-03,2.1,1
217521776,Chin,17,2019-07-07,4.18,1
25365575,Nick,29,2019-07-05,6.13,1
152034487,Dino,20,2019-07-02,8.45,1
128810972,Vlasta,5,2019-05-19,1.05,2
212151296,Ella,10,2019-07-01,2.34,1
55452987,Mark & Alex,0,N/A,0.0,1
42483386,Jennifer,3,2019-06-30,1.1,1
242296495,Angela,14,2019-07-06,3.09,3
164144705,Gabriel,0,N/A,0.0,1
6960621,Diego,27,2019-06-28,5.91,1
2201403,Brittany,0,N/A,0.0,1
11520555,Mike,15,2019-06-24,3.52,1
242322561,Rosy,51,2019-07-02,11.59,1
207182952,Ali,1,2019-03-27,0.29,1
242330603,Nellie,0,N/A,0.0,1
203254069,Dave,1,2019-06-19,1.0,1
242344309,Pete And Chloe,20,2019-07-04,4.23,4
34599913,Irina,15,2019-06-18,3.19,1
242348374,Ninja & Sung,12,2019-07-01,3.71,1
96589640,Alberto,0,N/A,0.0,1
110204617,Luiz Charles,0,N/A,0.0,1
171364485,Leila,9,2019-06-15,2.23,1
21127860,Carol,12,2019-06-07,2.55,1
194839310,Memory,8,2019-05-19,1.9,1
36211911,Matthew,0,N/A,0.0,1
65183994,Camille,20,2019-06-14,4.38,1
18338590,Terry,0,N/A,0.0,1
42427156,Lisa,18,2019-06-27,4.29,1
242438900,Oscar,39,2019-07-07,8.48,1
1283375,Shalini,7,2019-07-02,1.5,1
2943364,Alison,4,2019-07-01,0.88,1
3308518,Alexis,9,2019-06-25,2.6,1
152114575,Barbara,5,2019-06-16,1.4,1
12741400,Manon,9,2019-06-24,2.03,1
64434732,Amy,2,2019-05-18,0.61,1
6771515,Blacky,2,2019-03-25,0.44,1
48339350,Kel,26,2019-06-29,5.91,1
241963980,Deborah,25,2019-07-07,6.88,2
28046939,Stephanie,0,N/A,0.0,1
241523602,Mary,9,2019-06-25,4.5,1
99763169,Ashlin,3,2019-04-29,0.62,1
237118012,Jackie,0,N/A,0.0,1
123357281,Maria,4,2019-05-07,0.99,1
9816503,Mick,9,2019-06-07,2.73,1
242491187,Vlad,2,2019-05-30,0.79,1
44262594,Sam,0,N/A,0.0,1
169587048,Jay/Carolina Bastidas Family,10,2019-06-26,2.44,2
33568073,Jordan,0,N/A,0.0,1
27923277,Xu,9,2019-06-23,1.96,1
26362511,Katya,0,N/A,0.0,1
187877117,Skylar,11,2019-07-07,2.6,1
24697585,Martin,0,N/A,0.0,1
53170355,Anika,2,2019-05-05,0.7,1
242622786,Ethan,7,2019-07-04,1.74,1
242622555,J,0,N/A,0.0,1
158200817,Beka And Strat,3,2019-06-23,3.0,2
197676391,Law,14,2019-07-02,4.2,1
242758145,Adrian,6,2019-05-20,1.26,1
194981782,Ana,1,2019-04-21,0.38,1
13543967,Paulina,4,2019-06-30,1.36,1
6635392,Patrick,4,2019-07-01,1.2,1
17174170,Angela,4,2019-03-24,0.95,1
135280693,John,3,2019-06-24,1.29,2
242831353,Blanca,14,2019-06-29,3.41,1
178631153,Di Di,5,2019-04-14,1.1,1
109189054,Camille,0,N/A,0.0,1
229478744,Yara,11,2019-06-21,3.3,1
78258843,Jim,3,2019-04-21,0.82,1
242924411,James And Laureta,14,2019-06-10,3.09,5
56470374,Jacqueline,1,2019-07-01,1.0,1
230191262,Lorena,4,2019-07-05,0.83,1
242933360,Jennifer,11,2019-06-20,2.92,1
2487323,Maddy,0,N/A,0.0,1
22749766,Raphael,1,2019-03-11,0.25,1
221177870,Austin,5,2019-05-27,1.2,1
242962235,Yuval,2,2019-05-04,0.6,23
2210374,Nathalie,2,2019-06-16,0.61,1
56025976,Stefy,7,2019-06-23,1.78,1
97131241,Marccelo Gabriel,27,2019-06-23,5.79,1
24879404,Jackson,7,2019-05-31,1.86,1
242571852,Julio,7,2019-06-30,2.26,1
86005213,Yaevette,2,2019-06-30,2.0,1
132163538,Alex,0,N/A,0.0,1
113856483,Niky,13,2019-07-01,3.12,1
243026919,Kiara,14,2019-06-27,6.27,2
237508892,Kendrick,10,2019-06-18,2.4,1
243037591,Maria,14,2019-07-02,3.65,1
227836692,Derrik,0,N/A,0.0,1
241708736,Jurany,0,N/A,0.0,1
38483415,Florentino,9,2019-05-25,2.23,4
44948759,Caroline,1,2019-03-13,0.25,1
243129380,Nubia,23,2019-07-02,5.11,4
44123891,Elizabeth,2,2019-05-02,0.75,1
243132541,Jenny,10,2019-06-30,2.36,1
243131091,Irina,13,2019-06-22,3.61,1
51509098,Aushra,1,2019-03-04,0.24,1
243147506,Peter,11,2019-07-03,3.51,1
107180958,Sarah & John @ Bedly,2,2019-05-31,0.59,2
243181741,Samia,15,2019-07-01,3.44,1
141508996,Britt,6,2019-06-17,1.49,1
4427256,Dani,0,N/A,0.0,1
201791531,Monica,0,N/A,0.0,1
243297214,Coronado,3,2019-06-09,0.76,1
238766198,Lily,9,2019-06-14,1.99,1
155993704,Mariah,3,2019-05-26,0.93,1
5611846,Bradley,0,N/A,0.0,1
210218219,Ruth,8,2019-05-25,1.97,1
79729447,Joe,1,2019-06-09,1.0,1
243333842,Matthias,8,2019-06-28,1.98,1
212776359,Larissa,14,2019-07-05,3.26,1
102692931,Brynlee & Lawrence,10,2019-07-03,3.37,1
192383231,Bryan,2,2019-06-30,2.0,1
122559140,Javicia,1,2019-07-01,1.0,1
243367528,Lucca & Paula,12,2019-07-04,2.81,7
23260853,Rich,4,2019-06-17,0.92,1
238959309,Angel,0,N/A,0.0,1
1543357,Anna,18,2019-07-06,4.66,1
5945833,Daniel,7,2019-05-29,1.79,1
243466968,Owen,19,2019-06-26,4.22,1
243487765,Norma,31,2019-07-05,6.84,1
15336905,Michelle,0,N/A,0.0,1
189114879,Whitney&Theo,2,2019-05-27,0.56,1
133030103,Amaury,2,2019-05-10,0.58,1
243526828,Kay,3,2019-06-27,1.13,1
242544120,Benjamin,1,2019-03-13,0.25,1
9289171,Chaim,20,2019-07-07,9.68,1
206758177,Miguel,22,2019-05-13,4.89,3
40846857,Kaylin,0,N/A,0.0,2
226314382,Dina,8,2019-04-07,1.73,1
243556325,Sa,0,N/A,0.0,1
112430492,Justin,5,2019-06-29,1.19,1
39427266,Alison,0,N/A,0.0,1
243627109,Veronica,2,2019-05-21,1.15,1
49625765,Ilham,9,2019-06-09,2.33,1
243655782,Pam And Ray,0,N/A,0.0,1
10434070,Pit,4,2019-03-23,0.85,1
1403333,Brett,5,2019-05-27,1.24,1
243687825,Alejandro,28,2019-07-06,6.13,1
17578498,Adrienne,9,2019-05-28,2.5,1
10557160,Alex,10,2019-06-26,2.19,1
243716532,Daniel,12,2019-07-07,3.87,1
24979823,Jen,0,N/A,0.0,1
28556029,Cheyenne,16,2019-06-30,4.07,1
243741999,Luz,20,2019-06-25,4.48,1
241545382,Frankie,17,2019-06-19,3.75,1
243766178,Lola,1,2019-02-22,0.22,1
12198291,Nick,0,N/A,0.0,1
1197307,Evie,0,N/A,0.0,1
243787623,Howard,10,2019-06-23,2.26,1
55202404,Regina,1,2019-05-02,0.44,1
123745971,Especial,0,N/A,0.0,6
1575044,Dana,7,2019-06-16,1.96,1
243875619,David,22,2019-07-07,5.37,2
58483,Deni,0,N/A,0.0,1
182709,S,8,2019-07-03,6.49,1
64106093,Jorge,11,2019-07-07,3.93,1
216419980,Billie,0,N/A,0.0,1
33783958,Paul,1,2019-04-27,0.41,1
243931948,Alli,2,2019-05-26,0.47,1
39079982,Mansi,6,2019-04-25,1.49,1
243944082,Mani,0,N/A,0.0,1
130827164,Julia,5,2019-06-21,1.4,2
209376540,Jing,0,N/A,0.0,1
109516888,Becky,1,2019-03-11,0.25,1
35004442,Perrian,2,2019-06-21,1.82,1
12593328,Jeromy,11,2019-06-14,2.84,3
230205171,Lian,22,2019-07-05,4.93,1
244008821,Sonia,0,N/A,0.0,1
25214775,Alex,0,N/A,0.0,1
38786890,Sancar,2,2019-05-03,0.82,1
244008816,David,19,2019-06-08,4.45,1
9979861,Tessa,0,N/A,0.0,1
244082709,Jfk,15,2019-07-07,3.31,7
6663384,Christine,4,2019-04-21,0.93,1
151460365,King-Lyndon,16,2019-06-26,3.58,1
136943521,Shemar,11,2019-06-16,2.34,1
244135864,Alanna,4,2019-02-20,0.86,1
12674973,Victoria,22,2019-06-18,5.0,1
33299125,Natalia,1,2019-06-30,1.0,1
62305875,Scarlett,1,2019-05-15,0.55,1
154465734,Wayne,0,N/A,0.0,1
28917776,Tito,2,2019-07-03,2.0,1
67274316,Linsey,30,2019-06-28,7.14,1
34943243,Maya,1,2019-02-20,0.22,1
48328095,Maisie,5,2019-05-27,1.25,1
14804867,Edna,11,2019-06-13,2.6,1
63116168,Alex,1,2019-03-29,0.29,1
244217480,Vlad,3,2019-06-28,0.9,1
3104336,Amy,0,N/A,0.0,1
244182582,Milena,0,N/A,0.0,4
244231812,Joshua,0,N/A,0.0,1
243614369,Ady,7,2019-07-05,2.88,1
850498,Aaron,0,N/A,0.0,1
4107600,Valentina,5,2019-07-01,4.69,3
244197139,Brooke,0,N/A,0.0,5
7441368,Chris And Jamie,27,2019-07-01,6.59,2
165860505,Rosario,4,2019-04-28,0.88,1
244171850,Jocelyn,0,N/A,0.0,10
26178450,Cory,10,2019-06-30,2.34,1
33159631,Emmanuel,17,2019-07-03,5.05,1
118566355,Luis & Tiana,1,2019-07-02,1.0,1
51810229,Moaz,0,N/A,0.0,1
173009,Scott And Bea,10,2019-07-07,3.19,1
235252386,Smart Accommodations,3,2019-07-05,0.99,1
139033454,Dardana,1,2019-06-10,1.0,1
88367005,Karla,1,2019-03-08,0.24,1
178793639,Alexandra,0,N/A,0.0,1
138492193,Antonio,25,2019-06-21,5.47,1
17535511,Celina,0,N/A,0.0,1
3910399,Stephan And Leo,2,2019-05-16,1.0,2
244438661,Bel,1,2019-04-14,0.35,2
76484622,Felix,2,2019-06-22,0.53,1
244453286,Alba,16,2019-06-18,4.36,2
43811211,Jon,5,2019-06-15,2.05,1
45499169,Michael,1,2019-03-02,0.23,1
168814318,Misha,15,2019-06-30,4.46,1
97172649,Gigi,0,N/A,0.0,1
168495229,Daisy,2,2019-04-08,0.48,1
489448,Tina,6,2019-05-28,1.57,2
244557149,Vincent,8,2019-05-23,1.88,1
129581090,Amy,12,2019-06-29,3.13,1
244544373,Valerie,0,N/A,0.0,2
244573712,Daniel,3,2019-03-31,0.79,1
244581878,Ana,16,2019-06-29,4.25,1
13196439,Cylia,16,2019-06-22,3.78,1
244596528,Mary Ann,11,2019-07-02,5.16,1
239139334,Fang,7,2019-06-21,3.18,3
10414780,Matan,4,2019-05-28,1.17,1
244602318,Stanley,0,N/A,0.0,1
51268465,Sebastian,1,2019-03-30,0.3,1
47518086,Timothy,4,2019-06-14,1.11,1
244635438,Adila,15,2019-06-21,3.36,1
119692067,Qiulan,10,2019-06-20,3.16,3
112439306,빈나,1,2019-03-06,0.24,1
53750726,Luis,5,2019-07-06,1.21,1
9212686,Kelly,1,2019-03-19,0.27,1
244671957,Sofia,0,N/A,0.0,1
244473721,Pam,4,2019-06-03,1.38,1
127667513,Michelle,0,N/A,0.0,1
65284316,Fabiola,3,2019-04-04,0.72,1
224666178,Jacqueline,6,2019-06-09,1.5,1
244733416,Jacqueline,31,2019-07-06,7.5,1
39329872,Maxime,3,2019-06-21,0.98,1
57746555,Diego,0,N/A,0.0,1
5409243,Katie Rose,6,2019-07-06,1.59,2
13733669,Madeleine,7,2019-04-16,1.59,1
73049484,Kumru,0,N/A,0.0,2
2115395,Amit,2,2019-06-22,0.9,1
244804004,C,10,2019-06-23,2.36,2
244808289,Ann,0,N/A,0.0,1
244817841,Aminul,4,2019-06-27,1.19,13
168704622,Patrick,4,2019-04-21,0.97,1
131298733,Jen,1,2019-03-31,0.3,1
244906527,Julia,15,2019-06-22,3.52,1
244920495,Claudia,1,2019-04-24,0.39,1
235990293,Yanilin,4,2019-06-09,1.05,1
47518701,Jim,1,2019-03-17,0.26,1
32788431,Elo,14,2019-06-23,3.56,1
242816206,Diaby,0,N/A,0.0,1
19638146,Brett,17,2019-07-06,5.37,3
244973445,Shevon,0,N/A,0.0,1
244977552,Patty,0,N/A,0.0,1
19807856,Jack,6,2019-06-30,2.5,1
13615300,Aaron,4,2019-05-27,0.94,1
245002893,Christopher,2,2019-05-13,0.9,2
245003299,Yoselyn,27,2019-07-05,8.62,1
156381151,Karim,6,2019-05-20,1.7,2
11785148,Laura,1,2019-04-01,0.3,1
8714863,Kelly,20,2019-06-13,4.96,1
7831200,Temp,13,2019-06-25,3.28,1
12132369,Omar,0,N/A,0.0,1
27287203,Ben,42,2019-07-07,13.13,1
218407281,Sahar,3,2019-05-24,1.17,1
17558599,Lisa,4,2019-06-10,0.98,1
245160359,Arnol,28,2019-07-06,6.72,1
82326716,Nicolas,5,2019-05-27,1.53,1
61524764,Erica,20,2019-07-05,5.17,1
59089761,Gamze,0,N/A,0.0,1
245206417,Mike,9,2019-05-31,2.45,1
6895494,Esteban,5,2019-07-05,1.74,1
15764988,Giancarlo,5,2019-06-10,1.17,1
215891351,Pablo,17,2019-06-24,4.05,2
72234136,Eliza Alex,11,2019-06-04,2.89,1
79567015,Yeufre,1,2019-04-09,0.33,1
27736765,Myckie,0,N/A,0.0,1
244964029,Anthony,20,2019-06-30,4.92,1
6790993,Andrea,0,N/A,0.0,1
236908324,Christopher,22,2019-07-06,5.41,1
3901955,Lena,0,N/A,0.0,1
160618190,Melissa,0,N/A,0.0,1
245369413,Jason,1,2019-02-26,0.23,1
2603586,Joseph,0,N/A,0.0,1
16866694,Nikki,13,2019-06-24,3.86,1
225087238,Roxanne And Stan,13,2019-07-04,2.98,1
72166833,Shalini,0,N/A,0.0,1
161985273,Melody-Lane,7,2019-07-01,3.13,1
245399415,Andrzej,12,2019-07-02,2.98,1
123810965,Carlton,13,2019-06-30,3.22,2
242594287,Thaweesab,2,2019-03-31,0.48,1
195509478,Jingyeong,0,N/A,0.0,2
54645176,Alina,1,2019-02-26,0.23,1
10113653,Jessica,5,2019-06-10,1.55,1
229637274,Sonia,6,2019-06-09,3.05,2
6410979,Alice,5,2019-04-28,1.24,2
102221050,Maybee,16,2019-06-30,4.17,2
12247755,Sinead,3,2019-05-27,0.98,1
1284729,Selcuk,1,2019-04-08,0.33,1
231870747,Ozzy,2,2019-07-01,1.71,1
245474906,Evgeny,8,2019-06-29,2.18,1
2521127,Rick,13,2019-07-05,3.15,1
139306955,Bianca,3,2019-06-03,0.99,1
75011143,Ryan,9,2019-06-15,2.13,1
64433748,Abby,19,2019-06-30,4.45,1
319842,Andy,0,N/A,0.0,1
25575398,Maya,3,2019-05-31,0.9,1
112173787,Enrico,2,2019-04-18,0.65,1
57007752,Dinneal,15,2019-06-26,3.88,2
194804585,Ines,4,2019-06-27,4.0,2
245013643,Daria,0,N/A,0.0,2
8498596,Erika,14,2019-06-21,3.44,1
776290,Barrett,1,2019-03-11,0.25,1
241280089,Mary,0,N/A,0.0,1
229566046,Roman,8,2019-06-30,2.18,1
521964,James And Siobhan,22,2019-07-03,5.41,1
88437224,Laura,0,N/A,0.0,1
11821104,Nicolas,0,N/A,0.0,1
8960858,Hui Chong,7,2019-06-10,1.72,1
102325214,Chris,10,2019-05-20,2.42,1
225322104,Gwendolyn,5,2019-05-19,1.47,1
174804937,Julia,0,N/A,0.0,1
186252061,Margery,0,N/A,0.0,1
245655016,Cleo & Job,10,2019-06-28,2.46,1
105956343,Ali,13,2019-06-30,3.98,1
44513798,William,0,N/A,0.0,1
10219283,Jasmine,4,2019-06-23,1.01,1
245564705,Sergii,18,2019-06-20,4.43,1
2238256,Jaclyn,0,N/A,0.0,1
139591030,Robert,1,2019-03-22,0.28,1
48438698,Stephanie,6,2019-06-23,1.51,1
244559229,Stewart Hotel,9,2019-06-22,3.42,9
214738765,Lucio,16,2019-06-30,4.44,3
244361589,Row NYC,0,N/A,0.0,9
245314318,Arthouse Hotel,6,2019-06-23,2.81,10
244370442,Paramount Hotel,5,2019-05-25,1.85,7
67449621,Renel,2,2019-05-27,0.77,1
245324803,Alexandra,9,2019-06-23,2.31,1
1623509,Ngozi,1,2019-05-21,0.61,1
144653854,Natalya,12,2019-07-01,3.79,1
244746656,William,0,N/A,0.0,4
228235742,Amber,0,N/A,0.0,1
228184534,Ekaterina,1,2019-03-31,0.3,1
158891219,Peter,10,2019-06-10,2.83,1
69784014,William,10,2019-05-27,2.56,1
199075581,Larry,23,2019-07-02,8.52,1
241236910,Bernadette,11,2019-06-10,3.17,1
74116175,Lauro,7,2019-07-01,2.26,1
180523383,Richardene,5,2019-05-05,1.2,1
144224025,Khaled,14,2019-06-13,3.23,1
245324678,Steven,10,2019-06-20,2.97,1
130185535,Renee,0,N/A,0.0,1
18170444,Sebastian,13,2019-05-29,3.42,2
110001729,Erick,3,2019-05-22,0.84,1
21056486,Hanna,0,N/A,0.0,1
29525065,Mj,1,2019-05-31,0.75,1
125981804,Ornella,0,N/A,0.0,1
205764159,Sarah,1,2019-05-27,0.7,1
245878254,Amanda,9,2019-06-25,3.51,1
15538629,Brigitte,12,2019-07-05,4.0,1
24809291,Luca,1,2019-05-07,0.48,1
25059364,Yogi,23,2019-07-03,5.9,3
245805416,Samantha,2,2019-06-27,2.0,1
64222121,Deanna,0,N/A,0.0,1
212338108,James R,2,2019-06-16,2.0,1
6753972,July,1,2019-05-26,0.67,1
111466,Joanna,1,2019-06-27,1.0,1
42164373,Gina,1,2019-03-24,0.28,1
58994794,Jean-Paul,3,2019-04-28,1.11,1
246096171,Ramón Emilio,22,2019-07-03,6.11,1
50333451,Jennifer,0,N/A,0.0,1
49758877,Karina,8,2019-06-23,1.89,1
106067584,Shelby,0,N/A,0.0,1
103240731,Fairry,0,N/A,0.0,1
241390361,Melissa,22,2019-07-01,5.2,1
24386929,Colton,1,2019-04-01,0.3,1
246173897,Michael,8,2019-06-30,2.24,1
22544960,Farnaz,0,N/A,0.0,1
50741398,Jessica,10,2019-05-16,2.38,4
94038074,Forum,5,2019-05-08,1.39,1
245637171,Min,1,2019-05-11,0.51,8
181889371,David,0,N/A,0.0,1
52970439,Abraham,6,2019-05-18,1.54,1
18318834,Anika,12,2019-07-07,2.98,1
161514941,Maria,10,2019-06-23,2.46,1
246194760,Noel,17,2019-06-16,6.46,4
246222122,Anna,9,2019-06-22,2.23,2
2839817,Rain,0,N/A,0.0,1
246232599,Shel,2,2019-04-22,0.65,1
118385679,Nina,12,2019-06-17,3.13,1
246239362,William,0,N/A,0.0,1
242631139,Glen,4,2019-06-23,1.85,4
5560274,Blake,3,2019-06-24,1.15,1
203890641,Vinicius,13,2019-06-24,3.71,2
246272839,Northern Star Realty,5,2019-07-06,1.69,4
230745945,Hong,3,2019-06-15,2.5,1
246290852,Eddie,0,N/A,0.0,2
53725579,William,25,2019-06-26,5.95,3
33287445,Jean,6,2019-06-22,1.61,1
245394439,Joyce,15,2019-07-01,4.21,1
144008701,Ozzy Ciao,0,N/A,0.0,2
160187991,Rosalina,2,2019-07-06,2.0,1
245333087,Shoshana,2,2019-05-05,0.6,1
31518987,Yoni,0,N/A,0.0,1
5313154,Garrett,0,N/A,0.0,1
1844921,Ananth,7,2019-06-20,2.73,1
44169567,Ragini,1,2019-05-12,0.52,1
2915668,Vince,0,N/A,0.0,1
16509151,Deborah,2,2019-04-29,0.55,1
246432505,Qing,7,2019-06-16,1.74,1
192187594,Joselyn,9,2019-06-23,2.35,1
246456163,Diego,9,2019-06-18,3.03,1
16479647,Rebecca,8,2019-07-07,2.03,1
1135032,Kelsey,1,2019-05-01,0.43,1
145573505,Jasmine,19,2019-07-04,6.2,1
140125433,Yany,6,2019-07-05,1.57,1
246589575,Regina,0,N/A,0.0,1
25312503,Gerrod & Rebecca,16,2019-07-05,5.05,1
246331794,Anna,29,2019-07-07,7.13,2
10994728,Jeff,2,2019-05-14,0.77,1
3040104,Todd,9,2019-07-01,2.33,1
10783378,Diana,0,N/A,0.0,1
234393604,Sol,21,2019-06-19,6.49,1
82940021,Todd,9,2019-07-01,3.55,1
246622509,Nalya,2,2019-04-14,0.51,1
9773038,Yuki,4,2019-06-14,2.0,3
53149725,Elena,13,2019-07-01,3.17,1
193111692,Dan,0,N/A,0.0,1
246653349,Juan,11,2019-06-30,3.4,1
246664340,Andrew,4,2019-05-21,1.4,1
246666261,Jovid,8,2019-06-17,2.67,1
246665018,Helio,1,2019-07-06,1.0,1
246681878,Erica,19,2019-06-28,5.18,1
5861806,Linn,4,2019-04-28,1.4,1
246717334,Denise,10,2019-06-29,2.65,1
209587921,Gia,6,2019-05-19,1.91,1
29602688,Lindsey,6,2019-06-24,1.82,1
207000645,Tk,1,2019-05-22,0.63,1
244819285,Jamika,6,2019-05-16,1.88,1
105448689,Linda,0,N/A,0.0,1
9089718,Ramon,1,2019-03-05,0.24,1
246791914,Rep,8,2019-06-30,2.67,1
174668332,Karan,7,2019-05-05,1.72,1
4606577,Zachariah And Jess,0,N/A,0.0,1
27559933,Ben,7,2019-06-04,2.44,1
246806787,Xian,3,2019-05-05,0.97,1
45364547,Lauren,1,2019-06-23,1.0,1
246797434,Mel,1,2019-06-23,1.0,1
29959226,Elad,1,2019-05-25,0.67,1
246827568,Ang,14,2019-07-01,3.96,1
5718871,Allison,1,2019-03-24,0.28,1
246849103,Kathleen,5,2019-04-07,1.35,1
8589557,John,7,2019-06-03,1.84,1
246851284,Jose,0,N/A,0.0,1
1888085,Paulina,11,2019-04-30,2.66,1
9700935,Daniel,0,N/A,0.0,1
49856034,Ellen,0,N/A,0.0,1
69426967,Aviel,1,2019-03-09,0.24,1
65098342,Lacey,4,2019-05-31,1.24,1
120616904,Rhykel & Glenny,20,2019-07-03,5.56,1
50449750,Nick,4,2019-06-16,1.85,1
246886799,Morgan,12,2019-06-21,3.16,1
146132198,Ronald And Cookie,14,2019-07-01,3.59,2
31147415,Ravi,14,2019-06-30,3.96,1
29411897,Keith,18,2019-06-23,4.7,1
96311058,Donna,11,2019-06-29,3.37,1
96773131,Erica,8,2019-06-22,2.96,1
229496718,Shubham,10,2019-06-14,2.68,1
246422621,Jimmy,3,2019-04-15,0.93,1
34780853,Tia,2,2019-05-24,1.13,1
246960941,Mordy,0,N/A,0.0,1
2279174,Svetlana,6,2019-06-08,1.94,1
247013511,Frank,8,2019-06-20,2.42,6
10337544,Christiana,12,2019-06-10,3.87,1
43207895,Alexandra,3,2019-06-15,0.82,2
246225955,Michael,0,N/A,0.0,1
29927802,Claire,7,2019-06-20,1.86,1
64783050,Steven,4,2019-03-26,0.97,1
55025690,Clara,7,2019-06-08,2.23,1
7598620,Daniel,26,2019-07-07,7.03,1
233227636,Waqas,1,2019-06-04,0.83,2
247064022,Sunny,10,2019-07-01,2.68,1
247072396,Andrea,1,2019-04-21,0.38,1
4087531,Isabel & Micah,0,N/A,0.0,1
46231814,Amber,26,2019-06-25,7.88,3
