listing_id,host_id,neighbourhood,listing_name,room_type,price,minimum_nights,availability_365
29587811,162504107,Williamsburg,1 Bedroom in Williamsburg,Private room,90,2,193
29588060,178653055,Upper West Side,Wonderful Stay at Upper West Side 2BR Apartment,Entire home/apt,90,5,13
29588371,173685298,Midtown,San Carlos Hotel One Bedrm Suite/3 beds- up to 6,Private room,399,1,176
29588528,222659001,Bedford-Stuyvesant,(C) Brand New apto just few steps from the train,Private room,55,2,167
29588587,222659001,Bedford-Stuyvesant,(D) Brand New apto just few steps from the train,Private room,55,2,209
29588640,222659001,Bedford-Stuyvesant,Hard to Find!! Entire Floor with 2 PRIVATE TERRACE,Private room,72,1,239
29589341,32606852,Upper East Side,E 74 & 2nd Avenue,Entire home/apt,123,4,1
29590847,164178160,Bedford-Stuyvesant,Artists + Travelers Private Room in Brooklyn,Private room,59,3,0
29591004,222749009,Washington Heights,very small room near Columbia Uni med school,Private room,45,1,66
29591011,41728993,Williamsburg,"Cozy, cute room in Williamsburg w/ shared backyard",Private room,95,1,0
29591891,25073781,Harlem,Large private bedroom,Private room,65,2,188
29592296,211549023,Midtown,Brick Studio with Great wide Street View,Entire home/apt,260,2,242
29592523,16398038,Upper West Side,"Luxury Studio, one block from Central Park",Entire home/apt,260,5,145
29592768,89351775,Ditmars Steinway,Filomena’s,Entire home/apt,73,1,233
29594425,19184440,Williamsburg,Lovely room in the heart of Wiliamsburg,Private room,60,5,187
29595432,215588687,Prospect-Lefferts Gardens,BSM2. Shares basement,Shared room,25,2,365
29596175,222782619,Williamsburg,Private Room in the heart of Williamsburg,Private room,150,2,0
29604741,5497326,Upper West Side,My cozy studio,Entire home/apt,285,7,79
29605492,222843411,Brooklyn Heights,Gilchrist Private,Entire home/apt,1000,3,363
29605532,2681144,Flatbush,Serene art-filled apartment near Prospect Park,Entire home/apt,81,5,8
29605631,137358866,Woodside,Cozy & Clean RM  in Queens. Near Subway Station.,Private room,38,30,249
29606105,22307859,Canarsie,Le Chateau vacation,Private room,70,3,86
29607688,99108929,Sunnyside,"Female only , Close to Manhattan, Safe, Clean,",Shared room,29,5,23
29609190,13758411,Upper East Side,"Sunny Spacious Studio, Subway Right Downstairs!",Entire home/apt,160,1,71
29609668,22307859,Canarsie,Le Chateau Vacation,Private room,98,3,361
29609716,22307859,Flatbush,Le Chateau,Private room,98,3,0
29609786,22307859,Flatbush,Le Chateau,Private room,98,3,0
29610113,212147885,Cypress Hills,New  Renovation cozy sweet apartment｡3 FL,Entire home/apt,150,3,153
29610311,204852306,Bedford-Stuyvesant,♀ New Sunny Furnished Room near Express Subway,Private room,35,15,0
29610605,204852306,Bedford-Stuyvesant,♀ New Large Sunny Room close to  Express Train,Private room,50,15,0
29610742,948095,East Village,Hip and minimal neighborhood loft,Entire home/apt,265,14,0
29610930,204852306,Bedford-Stuyvesant,New Large 3bd furnished space. Walk to Fast Subway,Entire home/apt,211,1,38
29611037,40997229,Upper West Side,1 bedroom apartment across the Central Park,Private room,160,3,5
29611144,190921808,Hell's Kitchen,Sunny and cozy room 10 minutes from Times Sq.61F3,Private room,99,7,332
29611279,1940275,SoHo,"Quiet, light-filled, Soho apartment",Entire home/apt,170,2,184
29611826,287348,Chelsea,Modern & trendy serenity—great High Line location,Entire home/apt,299,2,0
29612248,19920574,Bedford-Stuyvesant,"Colorful, Sun Drenched Bed Stuy Gem",Entire home/apt,150,4,0
29612338,1286471,Bedford-Stuyvesant,Instagrammers Dream Loft,Entire home/apt,200,2,6
29612355,6814283,Bushwick,Rare gem nestled in the heart of Bushwick,Entire home/apt,140,3,0
29612907,12837247,Williamsburg,"3 Bedroom Bright super Cozy, W'burg",Entire home/apt,220,2,0
29613115,221284411,East Flatbush,Brooklyn is fun,Private room,35,28,55
29613339,222901071,Battery Park City,Cozy One Bedroom Apartment In Downtown Manhattan,Entire home/apt,125,4,0
29613451,222909571,Bedford-Stuyvesant,Modern 4story building w/private bathroom elavator,Private room,90,2,329
29614352,9489892,Hell's Kitchen,Steps from Times Square and Subway!,Private room,99,1,0
29614580,129222253,Williamsbridge,⚡ 3 APT in 1--Large groups Travel & stay together⚡,Entire home/apt,350,2,323
29615968,45599567,Long Island City,Cozy&Quiet&Modern sky life in New York,Private room,70,14,0
29616041,222285897,Morningside Heights,"Cozy Apt in UWS Manhattan, Columbia, Central Park",Private room,98,1,64
29617415,137358866,Harlem,Spacious Manhattan room. Well lit! Always clean.,Private room,40,30,246
29621716,29746291,Prospect-Lefferts Gardens,Large and comfortable in heart of Brooklyn,Entire home/apt,150,5,3
29621786,34911780,Inwood,New York room uptown,Private room,66,3,107
29623888,217101766,Upper East Side,November's pre-holiday listing,Private room,200,2,0
29624337,222990788,Williamsburg,Quiet spacious Williamsburg room w/ private bath,Private room,100,1,0
29625454,223000151,Bedford-Stuyvesant,30 minutes to Times Square! 10 to Williamsburg!,Private room,75,4,9
29625962,80102605,East Village,Large and charming apartment in the East Village,Entire home/apt,150,1,5
29626157,67516962,Park Slope,Sun Drenched 1-Bed in the Heart of Park Slope,Entire home/apt,125,5,9
29626161,222285897,Morningside Heights,"Sunny room in UWS, Columbia,Central Park",Private room,85,1,20
29626345,223007347,Bedford-Stuyvesant,"Dont Be Shy, Stay in Bedstuy!!!",Entire home/apt,175,2,164
29626682,222285897,Morningside Heights,"Comfort room in UWS, Columbia,CentralPark",Private room,90,1,61
29627988,65498336,East Harlem,Upper East Chic 1BR Apartment Near Central Park,Entire home/apt,199,1,228
29628181,21703883,Hell's Kitchen,2 bed next to Times Square w/ private heated patio,Entire home/apt,250,2,0
29628380,155027850,Bergen Beach,Modern  Studio Apartment,Entire home/apt,85,5,305
29628681,223027077,Upper East Side,New York Apartment close to many attractions,Entire home/apt,150,1,0
29628693,22178020,Chinatown,Sanctuary Apartment in Ideal NYC Location,Entire home/apt,100,3,301
29628834,68014876,Midtown,Manhattan/Step to central park 5th ave/3BR sleep 9,Entire home/apt,399,1,201
29628979,33213436,Gowanus,Queen Studio Room In Boutique Hotel,Private room,149,1,365
29629048,160050819,East Village,Charming East Village 1B Apt with Rooftop & View,Entire home/apt,250,4,0
29629244,33213436,Gowanus,Boutique Cozy Queen Room,Private room,139,1,363
29629370,39483399,Fort Greene,Cozy Brooklyn Studio Apartment Condo,Entire home/apt,100,5,0
29629465,37040186,Williamsburg,Williamsburg own,Entire home/apt,250,1,178
29629527,223032162,Boerum Hill,Cozy Brooklyn Heights,Entire home/apt,174,2,3
29629819,223032610,Clinton Hill,"Large, Clinton Hill studio with a view.",Entire home/apt,150,3,19
29629862,4341365,SoHo,Private room in huge Soho apartment,Private room,80,5,0
29629878,215387072,Bedford-Stuyvesant,Sun-drenched Executive Suite 3,Private room,100,3,348
29630056,222178766,Flatbush,This place Very quiet and fresh!,Private room,75,1,133
29630099,57773455,Cobble Hill,Beauty in the heart of downtown Brooklyn,Entire home/apt,109,3,0
29630190,223032162,Boerum Hill,Cozy Brooklyn Heights - Private Room,Private room,65,2,0
29630309,89000911,Middle Village,Garden Room in Rego Park,Private room,65,1,0
29630553,79576043,Williamsburg,Fantastic Value - Quiet Room Seconds from Graham L,Private room,40,28,0
29630728,23954256,Chelsea,1 bedroom apartment in Chelsea,Entire home/apt,189,1,2
29630759,222136360,Borough Park,"Room @Brooklyn, NY",Private room,45,1,6
29630879,219720888,Long Island City,Heart of Astoria- Extremely close to the CITY,Entire home/apt,120,1,6
29630907,32295097,Lower East Side,Paris in New York Cozy private entrance&bath bkfst,Private room,125,2,191
29631258,23788168,Bedford-Stuyvesant,Bedroom with private access to patio,Private room,45,10,61
29631302,24799369,Hell's Kitchen,"Large Bedroom in Beautiful, Modern Apartment",Private room,120,5,0
29631369,153754513,Williamsburg,New & Stylish 1 Bedroom Williamsburg,Entire home/apt,82,1,16
29631667,4138139,Crown Heights,"Quiet luxury condo w/ central aircon, roof & W/D",Private room,72,4,16
29631729,9358058,Williamsburg,Modern Williambsurg Studio in Prime Location,Entire home/apt,200,3,35
29631765,17031708,Williamsburg,Modern and Spacious Brooklyn Duplex,Private room,500,3,180
29632401,59808986,East Flatbush,Modern Private Studio  IN East Flatbush,Entire home/apt,110,1,290
29632875,14906911,Williamsburg,Bright and Cozy Brooklyn Apartment,Private room,75,1,0
29633187,8814258,South Ozone Park,J-BRAND NEW LUXURY ROOM 25 MIN DRIVE TO MANHATTAN,Private room,64,3,195
29633588,35728189,Bedford-Stuyvesant,3 BEDS - PRIVATE HALF BATH -NEXT TO METRO,Private room,100,30,336
29635253,34075689,Maspeth,New york Cozy studio,Entire home/apt,100,7,88
29635732,63227531,Randall Manor,Newly Renovated Spacious 2 Bedroom Apartment!,Entire home/apt,140,2,340
29636554,5855485,Lower East Side,Cozy room in hip Lower East Side neighborhood,Private room,83,2,6
29640481,218048903,Hell's Kitchen,DESIGNER 1 BEDROOM APARTMENT,Entire home/apt,200,2,254
29644544,41323748,Washington Heights,Cosy One-Bedroom in vibrant Washington Heights,Entire home/apt,125,5,1
29645650,26219578,Bedford-Stuyvesant,Beautiful Bedroom in Bedstuy,Private room,32,3,48
29646041,210339363,Woodhaven,"Comfortable place, 15 min from JFK & 30 min to NYC",Private room,60,5,17
29646391,32418402,Crown Heights,Aiden’s Red Door - Jr. Penthouse Suite,Private room,89,2,88
29646454,7832790,Astoria,Large Private room in Astoria. Midtown in 20mins,Private room,90,1,49
29647523,57294763,Rego Park,Spacious - Newly Renovated 2/2 on Top Floor,Entire home/apt,155,30,125
29648013,222270217,Greenpoint,Chic Brand New Maisonette 2BR in Greenpoint,Entire home/apt,139,3,58
29648368,108426646,Williamsburg,Duplex Room in the heart of Williamsburg,Private room,70,3,0
29648584,14898658,Kensington,"Super Cozy Kensington by F,G trains",Private room,42,1,88
29649727,17076157,Chinatown,Sunny Private Bedroom in Nolita,Private room,85,4,0
29650402,68198631,Prospect-Lefferts Gardens,Landmarked Limestone Sanctuary,Entire home/apt,860,2,23
29651529,223180509,East Village,THE LOUVRE MEETS THE HEART OF THE EAST VILLAGE,Entire home/apt,195,1,181
29652130,204852306,Bedford-Stuyvesant,♂ ♀ Large Sunny Bedroom Walk to Express Subway,Private room,75,15,0
29652274,126510786,SoHo,Clean room in Soho/Nolita,Private room,120,1,0
29652347,204852306,Bedford-Stuyvesant,♂ ♀ Large Room Close to Express Subway + Bus,Private room,65,15,0
29652490,204852306,Bedford-Stuyvesant,♂ ♀ Sunny Bedroom in Popular Brooklyn,Private room,45,15,0
29652691,204852306,Bedford-Stuyvesant,♀ Female Only Large Sunny Shared Room Double bed,Shared room,35,15,0
29652878,204852306,Bedford-Stuyvesant,♀ Female Only Sunny Shared Room Double bed,Shared room,30,15,0
29653011,204852306,Bedford-Stuyvesant,♀ Female Only Single Bed in Sunny Room Popular,Shared room,30,15,0
29653137,204852306,Bedford-Stuyvesant,"♀ Female only Shared Bedroom, Double Bed",Shared room,35,15,0
29653294,137358866,Jackson Heights,LaGuardia in less than 30. Steps to Supermarket.,Private room,31,30,269
29653333,127828600,Concourse,Yankee stadium pad,Private room,100,1,177
29653480,137358866,Elmhurst,Cozy Room near mall & Elmhurst Ave station (M.R).,Private room,42,30,0
29653774,204852306,Bedford-Stuyvesant,♀ Large Sunny Room in Newly Renovated Apt Popular,Private room,75,15,0
29653847,223198021,Prospect-Lefferts Gardens,Luxurious Duplex Condo in the heart of Brooklyn,Entire home/apt,165,2,102
29654002,223198779,East Harlem,Cozy  Studio with  River Views,Entire home/apt,95,5,56
29654013,204852306,Bedford-Stuyvesant,♀ Sunny Bedroom in Great Apartment in Popular Bk,Private room,41,15,0
29654321,7863991,Williamsburg,Fab Williamsburg 1 BR w great amenities! #10307,Entire home/apt,250,2,311
29654969,58377909,Ridgewood,Spacious room in Ridgewood,Private room,30,6,0
29655150,304262,Lower East Side,Ground Floor Gem w/ tiny patio!,Entire home/apt,165,30,353
29655330,223208290,Midtown,MANHATTAN CLUB - 1 BEDROOM SUITE,Private room,250,4,3
29655436,4452717,Williamsburg,Weekend Getaway,Entire home/apt,200,3,5
29656082,2967914,Williamsburg,The Perfect Room 1 stop to East Village!,Private room,102,1,14
29656826,223191465,Williamsburg,Rare and spacious apartment. 15 mins to Manhattan.,Entire home/apt,200,3,144
29656859,223219744,Jamaica,"Petra, Place of Peace ***Female PREFERRED!***",Private room,60,2,180
29657375,2967914,Williamsburg,"Gorgeous Room in Williamsburg, 10min to Soho",Private room,102,1,20
29657991,16502641,South Slope,1BR Apartment close to Prospect Park,Entire home/apt,93,5,2
29658517,222755851,Upper West Side,Close by Central Park,Private room,110,3,176
29659322,223238601,Bedford-Stuyvesant,COZY SPACIOUS ROOM WITH PRIVATE ENTRANCE TO GARDEN,Private room,70,5,307
29659447,152395213,Astoria,Private room. All RENOVATED. 4 stops to MHTN,Private room,80,5,29
29660984,221751961,Oakwood,charming Bedroom in a quite neighborhood,Private room,46,1,0
29661457,2930482,Ridgewood,Modern Spacious Room in Loft with Rooftop,Private room,75,1,0
29661817,32295097,Lower East Side,Monet in Manhattan private room w deck & bkfst,Private room,125,2,255
29661866,20087466,East Village,Minimal East Village studio in the BEST location!,Entire home/apt,110,3,0
29662087,222755851,Upper West Side,"Three ""new"" New Yorker's",Private room,145,1,0
29662414,162938514,Williamsburg,"Grand Street in Brooklyn, G stop, L stop.",Entire home/apt,250,2,282
29662606,10552196,Hell's Kitchen,Your Home Away From Home in New York City!  NYC,Shared room,100,1,363
29670957,302885,SoHo,Huge 450ft Master Bedroom in Spectacular Soho Loft,Private room,200,3,0
29672090,1887283,Chinatown,comfortable one-bedroom in great LES location,Entire home/apt,121,2,0
29674137,2856748,Midtown,SOUTH RIVER VIEWS/DOORMAN-E 52nd ST,Entire home/apt,330,30,365
29674246,21610233,Battery Park City,Immaculate and Bright Apartment Downtown,Entire home/apt,650,7,12
29674265,777522,Clinton Hill,Stylish studio in the heart of Clinton Hill,Entire home/apt,105,1,0
29674661,35033777,Williamsburg,Williamsburg Artist Loft,Entire home/apt,110,30,262
29674710,179336958,Midtown,Great New York-korea town1~2,Private room,65,3,359
29674940,57400178,Allerton,Sunlit Backyard in NYC + Walk to Zoo and Gardens!,Entire home/apt,90,5,157
29675374,223340140,East Harlem,Trendy and Spacious East Harlem 1BR Apt,Entire home/apt,109,1,0
29675631,198395530,Williamsburg,Gorgeous Modern + Sunny Room in Prime Williamsburg,Private room,68,5,0
29676028,223345099,Chinatown,Cozy and new apartment between LES and Chinatown,Entire home/apt,170,3,128
29676417,223248121,Kips Bay,New York Moments (Ladies Only),Shared room,39,2,365
29676867,62234273,Bedford-Stuyvesant,Home of Harmony,Entire home/apt,100,3,283
29677326,220762164,St. Albans,Ultra Lux Morden 2 Bedrooms suite with court yard,Entire home/apt,298,2,365
29678364,183417610,Elmhurst,Kan house,Private room,180,1,88
29678746,84077949,Roosevelt Island,KalaJones,Entire home/apt,250,3,1
29678787,55693494,Williamsburg,Beautiful & bright space in PRIME Williamsburg,Private room,120,2,108
29679067,183417610,Elmhurst,Kan house,Private room,180,1,0
29679464,144167745,Sunset Park,The perfect resting stop,Private room,50,2,31
29679677,8587936,Williamsburg,Lofty Studio in the heart of Williamsburg,Entire home/apt,180,3,0
29680105,137380710,Harlem,1 Private Room in West Harlem,Private room,40,5,0
29680716,223374565,Midtown,Stunning Flatiron 1 BR near Subway access to all!,Entire home/apt,189,4,323
29681004,15197115,West Village,Cozy Studio in West Village,Entire home/apt,500,2,5
29682189,1472433,Williamsburg,Huge & Sunny room in Williamsburg,Private room,56,5,10
29682577,183417610,Elmhurst,Kan house,Private room,180,1,0
29683262,215540583,East Harlem,5 mins from Central Park +Community #1,Private room,78,10,68
29683293,223393782,Cypress Hills,Guest room nice family in Cypress Hills  :),Private room,45,3,6
29683957,18283992,Williamsburg,Williamsburg Waterfront Luxury Apartment,Entire home/apt,250,2,0
29684187,223401516,Bedford-Stuyvesant,Natural Habitat | ♥ SUPER HOST ♥,Private room,65,2,175
29684231,861848,Bedford-Stuyvesant,Private Room in Relaxing Townhouse,Private room,68,2,0
29684573,31039254,East Flatbush,Nice Cozy Room In Brooklyn On A Dead End Block,Private room,45,1,334
29685583,77304447,Harlem,"SPACIOUS MANHATTAN ROOM 
NO EXTRA FEE",Private room,42,5,40
29686349,38299001,Bedford-Stuyvesant,"Brooklyn Room, lots of sunlight",Private room,55,1,0
29686468,142641298,Bedford-Stuyvesant,Private Master Bedroom,Private room,100,1,0
29686576,13392472,Lower East Side,Cozy NYC Downtown Room,Private room,103,3,99
29686857,223422291,Ridgewood,"2BR Apartment in Ridgewood, 20min to Manhattan",Entire home/apt,115,3,10
29686875,223418394,Washington Heights,"*Spacious, Modern and Charming 1 Bedroom Apt!*",Entire home/apt,90,1,170
29687049,617537,Bushwick,"ALL PRIVATE - Bedroom, Bath and Kitchenette",Private room,85,3,127
29687597,223426581,East Village,East Village Escape for 2-4 guests!,Entire home/apt,229,2,70
29687924,104246751,Bedford-Stuyvesant,Gorgeous Room with Private Bath in Bedstuy,Private room,95,1,79
29688392,223431967,Flushing,Serenity In Queens,Private room,70,2,95
29688903,223431101,Morningside Heights,Room J near Columbia,Private room,80,1,8
29689103,19289434,Upper East Side,Cozy studio btw upper east side and midtown east,Entire home/apt,140,3,0
29689253,57128179,Rego Park,Privet Room in GROUND FLOOR apt with FREE parking,Private room,66,1,327
29690801,198021963,Borough Park,Private room next to N train.,Private room,20,1,14
29697411,3644693,Jackson Heights,Large Cozy Bedroom Near Manhattan & Airport,Private room,68,28,0
29698179,324657,Park Slope,QUIET Zen Garden Pad in BEST Brooklyn location!,Entire home/apt,108,3,8
29699681,5226176,Williamsburg,Sunny Penthouse with Williamsburg Bridge view,Entire home/apt,143,5,9
29700382,24561601,Hell's Kitchen,"Spacious Hell's Kitchen Studio, Amazing Location",Entire home/apt,132,2,3
29701014,223504937,Randall Manor,"Newly Renovated 3BR Apt,Minutes away from SI Ferry",Entire home/apt,109,3,121
29701500,30627525,Chelsea,New York Chelsea Art Apt.,Entire home/apt,200,3,263
29701773,5224789,Hell's Kitchen,Chic one bedroom apartment in the heart of NYC,Entire home/apt,150,4,3
29701791,5735865,Upper West Side,Cozy Private Apartment 4 stops away from 42 st,Private room,70,3,87
29702007,8533032,Carroll Gardens,"Cozy apartment with art, good light, books",Entire home/apt,130,4,10
29702562,1575480,Upper East Side,DOORMAN Immaculate A/C  Quiet Elegant,Entire home/apt,195,30,143
29703038,48194192,Clinton Hill,LUXARY 2BR DUPLEX LOFT Downtown Brooklyn,Entire home/apt,191,1,28
29703465,61684829,Harlem,"Sunny, Modern Comfort in Harlem",Entire home/apt,250,3,0
29704561,54377368,Lower East Side,Huge Designer Soho Loft (Elevator) Private Terrace,Entire home/apt,350,2,326
29704596,95642648,Lower East Side,Fraud,Shared room,147,3,0
29704955,63966927,Bedford-Stuyvesant,Huge Room Right by the Myrtle JMZ,Private room,50,1,188
29705049,82286,Bedford-Stuyvesant,"Sunny, Cozy Apt in the Heart of BedStuy for Cheap",Entire home/apt,79,3,157
29705115,153503882,Greenpoint,Charming Apt in Historic Greenpoint Brownstone,Entire home/apt,150,2,0
29705207,22200018,Bedford-Stuyvesant,Luxurious Ensuite in Historic Brownstone,Private room,70,2,71
29705876,36288249,Long Island City,One stop subway from mamhattan,Private room,200,29,364
29706277,57128179,Rego Park,Vintage first floor private room in a 3 bed apt,Private room,60,2,19
29706358,259123,Greenwich Village,Bright and Airy Greenwich Village Junior 1 Bedroom,Entire home/apt,300,2,11
29706750,187496935,Williamsburg,Sun filled DJ apartment in Williamsburg,Entire home/apt,200,2,5
29707094,223548766,Upper West Side,Female Shared 2 Bedroom Apt by Lincoln Center,Private room,100,2,58
29707860,223553290,Cypress Hills,Entire Basement w/ Warm+Friendly+Brooklyn  Energy!,Entire home/apt,200,1,360
29708352,205131610,Canarsie,Privet living room,Private room,68,2,365
29708729,222483970,East Village,Notorious  -_-  15R,Private room,55,1,0
29710266,223574944,Kips Bay,Manhattan Sights & Sound (Ladies Only),Shared room,39,2,326
29710463,203302656,Prospect-Lefferts Gardens,"2 bedroom, one bath in Crown Heights",Entire home/apt,2545,90,180
29711508,104814095,East Elmhurst,"Cozy  clean room ;LGA 5 mints,JFK 10 mint Astoria",Private room,50,1,85
29711772,223578316,Financial District,Luxury Apt near the Statue of Liberty,Entire home/apt,160,1,302
29712188,185908506,Edenwald,"Heaven in New York, Orange Room",Private room,75,3,311
29712306,219490225,West Village,★Private Rooftop★- Your Own Townhouse in NYC,Entire home/apt,399,2,234
29712675,222179066,Bedford-Stuyvesant,"Luxury Two Bedroom Ground Floor, Walk-in Apartment",Entire home/apt,115,1,278
29722452,14631757,Harlem,Perch Harlem,Entire home/apt,150,1,319
29722985,213208277,South Ozone Park,J-ROOM SHARE BY CASINO*AIRPORT*CAFE*DOORSTEP METRO,Shared room,34,4,365
29724480,213208277,South Ozone Park,J-NEW ROOM*NEAR CASINO*AIRPORT*CAFE*DOORSTEP METRO,Private room,59,4,365
29727132,44358422,Flatbush,Amazing one bedroom for a getaway in Brooklyn,Private room,38,1,238
29729573,9632197,Bedford-Stuyvesant,Brooklyn BedStuy Apt close to Subway and Downtown,Private room,45,2,50
29729728,2299134,Williamsburg,Apartment in the heart of Williamsburg,Entire home/apt,100,3,2
29730504,223667060,Bushwick,Brooklyn Apartment with tons of light,Entire home/apt,100,1,35
29730616,140930693,Mott Haven,Large and bright bedroom 18 min to Grand Central,Private room,60,1,304
29731583,13466647,Carroll Gardens,"Charming apartment in coveted Carroll Gardens, BK",Entire home/apt,155,3,0
29731625,30177875,Crown Heights,Sunlit Spacious Apartment in Brooklyn,Entire home/apt,120,4,7
29733220,35244416,Upper East Side,Gorgeous space for last minute marathon plans,Private room,275,1,0
29733748,220229838,Midtown,Chambers Queen - Modernist Room | Minutes from 5th,Private room,191,2,217
29734326,113834719,Chelsea,Luxurious apartment with spectacular city views,Entire home/apt,350,3,0
29734635,732460,Williamsburg,Cozy 1BR near Brooklyn Waterfront by NÔM Stays,Entire home/apt,120,29,0
29734919,212698653,Upper East Side,New York City UES Luxury Doorman Building,Entire home/apt,500,5,84
29736250,732460,Williamsburg,Elegant 1BR in Williamsburg by NÔM Stays,Entire home/apt,120,29,0
29736711,217652530,Jamaica,La Grand BnB near JFK,Entire home/apt,485,1,347
29737168,217652530,Jamaica,Affordable Room near JFK,Private room,125,1,253
29737954,58077160,Hell's Kitchen,Room 3 blocks from Columbus Circle / Central Park,Private room,140,6,0
29738053,217652530,Jamaica,"Room near JFK, good for Cancellations and Delays!",Private room,125,1,253
29738205,72957132,Bedford-Stuyvesant,Beautiful Private Small Room with 2 Beds,Private room,63,2,321
29738207,72957132,Bedford-Stuyvesant,Charming Room 1 with 2 Beds Close to Metro,Private room,70,2,293
29738439,217652530,Jamaica,La Grand Master Bedroom,Private room,180,1,253
29738563,223723845,Bushwick,Cozy private room in the heart of Bushwick,Private room,50,4,40
29738760,4317615,Harlem,Large bedroom in Manhattan. Subway on same block,Private room,70,30,249
29740134,30240946,Washington Heights,Sunlit Bedroom in Washington Heights,Private room,42,7,0
29740171,45618730,Bedford-Stuyvesant,Contemporary Minimalistic Private room in Bed-Stuy,Private room,60,2,0
29740703,223741555,Long Island City,5minutes to Manhattan luxury apartment,Private room,69,5,0
29741023,20579643,Washington Heights,"Bright, cozy and large room in Manhattan - ATrain",Private room,40,2,51
29751447,223817242,Bedford-Stuyvesant,The Cozy Corner in BedStuy,Entire home/apt,120,1,334
29753642,11880311,Carroll Gardens,Comfortable room in family home in Brooklyn!,Private room,50,2,0
29753750,223346842,Harlem,Large Suite w/private bathroom by central park,Private room,92,2,51
29754544,223846870,Springfield Gardens,"Comfortable- JFK,LGA Best Value",Private room,50,1,342
29754946,76327788,Murray Hill,Large studio in midtown east,Entire home/apt,155,5,29
29755360,223855863,Williamsburg,LUXURY Studio Apartment in PRIME Williamsburg,Entire home/apt,200,3,111
29756137,215041024,Edgemere,2 bedroom Apartment.,Entire home/apt,80,7,87
29756451,11880311,Carroll Gardens,"Entire Townhouse in Boerum Hill, Brooklyn",Entire home/apt,138,7,0
29756773,223869982,Bedford-Stuyvesant,Willoughby penthouse,Private room,100,7,0
29758199,71560458,Bayswater,Queens home with a view,Entire home/apt,151,2,309
29758221,42979789,Williamsburg,Entire floor of apartment with separate entrance,Private room,85,3,42
29758404,223886475,Carroll Gardens,Entire Apartment in Beautiful Brooklyn Brownstone,Entire home/apt,170,2,0
29759120,861848,Bedford-Stuyvesant,Spacious Home with Backyard in Brooklyn,Entire home/apt,81,3,0
29760102,24046264,Williamsburg,Minimal Loft in heart of Williamsburg -waterfront,Entire home/apt,150,3,69
29760452,209163615,Bedford-Stuyvesant,Cozy Brooklyn room 15min to Manhattan by subway!,Private room,85,1,12
29760512,214173940,Theater District,1 double size bedroom 0.1 mile from Times Square.,Private room,62,1,9
29760721,223431101,Morningside Heights,Room M near Columbia,Private room,75,1,10
29760740,193502084,Borough Park,Single bedroom in Brooklyn,Private room,40,1,0
29760869,169647759,East Harlem,Studio in East Harlem,Entire home/apt,100,1,0
29760980,223807986,Vinegar Hill,Downtown Brooklyn Loft Space Under The Bridge,Entire home/apt,275,1,0
29761111,33041007,Midtown,"Clean, Convenient & Comfy Apt in FLATIRON! :-)",Private room,139,4,28
29761241,215229943,Hell's Kitchen,Midtown room in the center of the NYC universe.,Private room,98,5,179
29761272,223913025,Cambria Heights,"cozy room in queens, with free subway pick up",Private room,100,7,0
29761534,1240933,Greenpoint,FREE YOGA with Goodyoga's Guest Room!,Private room,100,7,353
29762648,151280982,Midtown,New York Manhattan Club Metro Suite,Private room,100,2,0
29763219,4858280,Williamsburg,"Bright one bedroom.  Lorimer (J,M) broadway (G)",Entire home/apt,149,6,4
29764987,78080379,Bushwick,Brooklyn-Brooklyn,Private room,75,5,250
29765101,131647128,Upper West Side,Luxury 2 Beds 2 Bath / Lincoln center,Entire home/apt,260,30,257
29766259,52370129,Bay Ridge,Cozy Artsy Room 2nd,Private room,60,2,31
29774846,17910174,West Village,"Cozy, quiet, one-bedroom West Village apartment",Entire home/apt,160,30,0
29775040,149929,Fort Greene,Entire Brooklyn Brownstone Apartment with Laundry,Entire home/apt,135,5,206
29775262,41389252,Bedford-Stuyvesant,Private Room in Beautiful Brooklyn Apt!,Private room,60,3,58
29775749,39607226,Bushwick,Modern Luxury 1BR Apt,Entire home/apt,119,3,4
29776064,51338091,Harlem,New York Home with a View,Entire home/apt,130,7,280
29776209,223346842,Harlem,Large room + private bathroom by Central Park,Private room,75,2,0
29776235,22345627,East Harlem,"Spacious, Immaculate 2-BR Perfect for NYC Visit",Entire home/apt,150,7,66
29776313,864766,Park Slope,Suite Splendor near the Prospect Park.,Entire home/apt,150,5,0
29776797,224029433,Clinton Hill,"Huge bright 1,500SqFt loft. Subway down the street",Entire home/apt,250,3,43
29777077,44457589,SoHo,Trendy Soho Apartment,Entire home/apt,200,11,17
29777278,223346842,Harlem,Vintage Room &prvt bathroom Central Park Manhattan,Private room,79,2,43
29777340,3783926,East Village,East Village Luxury Retreat,Private room,250,1,180
29777857,52033043,Harlem,Contemporary room in front of Central Park,Private room,89,2,0
29778083,28418563,East Village,NYC East Village 1 BR / Studio,Entire home/apt,179,1,268
29778309,224042160,East Flatbush,Spice Island Hotspot,Private room,38,2,365
29778804,58266933,Astoria,Giant private bedroom w 1/2 bathroom in 4BR apt,Private room,25,7,66
29779072,4317615,Harlem,Massive Large 4 bedrooms 2 bathrooms in Manhattan,Private room,150,1,0
29779831,18272280,Bedford-Stuyvesant,Bedstuy Artists Quarter (tower corner room),Private room,43,1,2
29779937,194954408,Midtown,**  2 Bedrooms in Central NYC! ***,Entire home/apt,295,28,147
