host_name,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,host_id
Christopher,20,2019-05-27,1.52,2,155911578
Erika,11,2018-10-07,0.91,1,7810310
Annette,4,2019-01-03,0.32,1,13307646
Lucky,12,2019-06-30,1.03,1,75671801
Gal,2,2018-12-29,0.25,1,23827868
Kim,0,,,4,37412692
Rolf Arne,0,,,1,226563
Julia,0,,,1,1190628
Ramsey,0,,,1,194349000
Roxana,38,2019-06-29,3.33,1,136264512
Xiomara,25,2019-05-24,2.67,1,31975791
Ramon,8,2018-10-10,0.7,1,93339410
Céline,0,,,1,5368201
Deborah,50,2019-06-25,3.86,1,194372264
Yulia,2,2019-04-13,0.64,1,48414103
Taylor,3,2018-10-22,0.24,1,17170106
Drew,0,,,1,78016461
Claudia,3,2019-01-03,0.25,1,176772783
Mars,41,2019-05-27,3.18,1,160248396
Erin,10,2019-05-19,4.17,1,25480676
Margaret,4,2019-05-02,0.34,1,89886720
George,23,2019-06-03,1.84,1,193497177
Signe,4,2019-06-20,0.37,1,3391251
Nazma,18,2019-06-09,1.78,2,194520886
Robert,0,,,1,25099638
Tony,0,,,1,1226850
俞,5,2018-07-08,0.38,1,28996758
Jeremiah,5,2018-11-24,0.4,1,392929
Stefan,1,2018-11-04,0.12,1,20065291
Robert,31,2019-06-18,2.49,4,24000784
Patricia,12,2019-05-27,1.01,2,22819324
Lilee,16,2019-05-31,1.26,1,194141910
Anne,2,2019-05-05,0.21,1,178807971
Amah Justin,25,2019-06-24,2.06,1,106304833
Keon,48,2019-04-27,3.7,1,194590736
Grace,33,2019-07-07,2.56,1,4580765
Emily,22,2019-01-01,1.88,1,17221402
Evelyn,4,2018-07-09,0.31,1,18567068
Pamela,0,,,1,181863187
Reisha,8,2019-07-01,0.7,1,67191518
Gabriel,1,2018-07-21,0.08,1,175408
Nicole,6,2018-12-31,0.51,1,148546760
Charles,9,2018-08-05,0.7,2,144119993
Aliesha,11,2019-05-23,1.13,1,32605338
April,7,2019-07-07,0.74,1,144002200
Li,4,2018-08-22,0.31,1,193716904
Isaac And Eunice,34,2019-06-24,2.63,1,37939474
Daniel,1,2018-06-23,0.08,1,194554070
Anna,20,2019-07-07,1.56,1,6255854
Jessica,51,2019-07-01,4.16,1,94363111
Lily,36,2019-06-29,3.12,1,7558748
Kelley,1,2018-08-22,0.09,1,26876408
Jolene,0,,,1,117287163
Jasmine,38,2019-07-06,2.98,10,192951036
Can,11,2019-01-01,0.85,1,33210753
Qingxue,1,2019-06-23,1.0,1,194927217
Federico,25,2019-06-25,2.07,2,132908616
Jeremy,3,2018-12-15,0.31,1,4132784
Maria,29,2019-07-02,2.29,1,55737033
Mary,67,2019-04-07,5.19,2,37280441
Shen,19,2019-06-28,1.53,1,194958383
Zak,16,2018-08-17,1.24,1,25210511
Catherine,2,2019-03-30,0.19,1,6654682
Damira,9,2018-10-29,0.71,1,38003941
Engorako,0,,,1,10304316
Josh,4,2018-07-26,0.31,1,195021790
Prav,101,2019-06-08,7.77,3,42998647
Omar,0,,,1,195040579
Veronika,0,,,1,3163428
Qi,11,2018-07-13,0.85,1,131236711
Cynthia,0,,,1,195048996
Panid,1,2018-07-07,0.08,1,46976642
Alex,0,,,1,183188884
Dale,6,2018-09-17,0.5,1,195057742
Beatriz,19,2019-06-17,1.5,1,2732777
Emily,0,,,1,697560
Ruth & C,48,2019-06-15,3.71,1,35577118
Dan,0,,,1,3107231
Karen,12,2018-10-03,0.97,1,4712374
Nick,8,2018-07-08,0.62,1,152442590
Dafna Irit,1,2018-07-31,0.09,2,7186760
Adriano,15,2019-06-23,1.39,1,47426611
Jaquayala,1,2018-12-11,0.14,1,161649470
Rose,11,2019-06-13,0.88,1,1001819
Genevieve,1,2018-07-16,0.08,1,54369863
Maddie,1,2018-06-13,0.08,1,90689056
Marina,51,2019-05-20,3.94,1,195219725
Adrien,22,2019-05-27,2.19,1,20176273
Yado & Vane,26,2019-06-26,2.07,1,195238640
John,10,2019-06-12,0.78,1,30801953
Tyler,0,,,1,139191647
Megan,20,2019-06-13,2.01,1,8881505
Simon,3,2018-07-26,0.24,1,195274541
Lauren,28,2019-06-23,2.22,1,195279731
Pj,0,,,1,191087534
Michal,95,2019-05-26,7.38,1,121392618
Miguel,13,2019-01-01,1.05,1,18197276
Katherine,2,2019-05-04,0.41,1,155627
Franklin,0,,,4,57257950
Misha,0,,,2,5597411
Silva,64,2019-07-05,5.65,1,193364875
Brígida,43,2019-06-23,3.42,1,195419830
Heather,70,2019-02-27,5.38,2,2739367
Zhenni,5,2019-05-20,0.44,1,67923313
Helen,8,2019-05-19,1.06,1,15570509
Camille,4,2018-08-17,0.31,1,136208791
Deepika,16,2019-06-23,1.26,1,395627
Rosalba,12,2018-10-30,0.96,1,36214976
Alex,1,2018-09-24,0.1,1,4876826
Eric,1,2018-11-05,0.12,1,22098752
Tammen,5,2019-01-05,0.4,1,39535251
Christopher,22,2019-06-27,2.06,1,195497710
Alexandra,7,2019-06-19,0.55,1,8473523
Carlota,12,2019-04-29,0.98,1,195516359
Wayne,56,2019-07-05,4.47,1,195520304
Steven,8,2019-01-01,0.63,1,5445262
David,0,,,1,144345250
Heather,1,2018-07-27,0.09,1,159608581
Gary,0,,,1,4392159
Laure-Ellyn,18,2019-06-30,1.39,1,15984278
Patricia,31,2019-07-01,2.75,2,195517789
Adam,52,2019-06-22,4.08,1,87979621
Tanya,15,2019-06-12,1.42,1,7193111
Laura,1,2019-03-22,0.28,1,14860389
Fabie,8,2019-06-30,0.65,1,24402648
Casey,12,2019-05-05,1.0,1,23024846
Katherine,12,2019-07-02,0.93,1,94509134
Steve,0,,,1,16638733
Jeremy,11,2019-05-27,0.95,1,6295182
Ava,1,2019-04-27,0.41,1,64790109
Sharlee,13,2019-04-21,1.08,1,68327820
Bill,59,2019-06-20,4.57,1,195667782
Jordyn,19,2019-06-16,1.5,1,40653297
Susan,0,,,1,195678889
Mark,36,2019-06-19,2.79,1,4122424
Harold,22,2019-06-14,1.84,1,195683584
Norman,95,2019-07-07,7.94,3,195691349
Billy,63,2019-06-19,5.34,2,195693063
Carinne,8,2018-12-27,0.62,1,6918093
M,56,2019-07-01,4.35,1,195689083
Alvina,0,,,1,186517433
Giorgi,2,2019-02-07,0.2,1,195712950
Isabella,0,,,1,33996519
Jam,3,2019-04-16,0.45,1,4167027
Linda Jo,24,2019-07-01,1.89,1,31410976
Karla,11,2019-04-10,0.94,2,769759
Carlos,0,,,1,17452999
Daniel,6,2019-06-02,0.48,1,17672941
Ashley,42,2019-06-29,3.41,1,18824752
Ria,0,,,1,26034076
Rocio,5,2019-01-02,0.43,1,40044041
Béla,4,2019-04-09,0.32,1,6879271
Brysen,73,2019-07-03,5.67,1,46201715
Sarah,5,2018-12-31,0.39,1,36440514
David,1,2018-10-07,0.11,2,87767243
Violetta,9,2019-06-29,3.18,1,389684
Rowan,3,2019-01-12,0.26,1,758520
Alvaro,21,2019-06-29,1.78,1,19407197
P,4,2019-06-13,0.43,1,195831428
Emily,1,2018-08-04,0.09,1,662432
Anna,8,2019-06-12,0.64,1,17867234
Fabio,7,2019-06-07,2.23,1,384654
Brandon,3,2018-09-10,0.26,1,28811203
Joe,1,2018-09-28,0.11,1,64777265
Levi,25,2019-06-12,1.97,3,193500709
Caren,0,,,1,195867496
Sarah,49,2019-07-02,4.04,6,1409262
Corey,5,2018-12-29,0.49,1,8161684
Lenny,14,2019-06-11,1.14,1,4993126
Jenita,6,2018-11-14,0.56,1,13811457
Gloria,0,,,1,155807678
Thomas,0,,,1,35516941
Pierpaolo,1,2018-07-19,0.08,1,143400845
Luis,42,2019-06-30,3.59,2,104913801
Nicole,1,2018-08-17,0.09,2,65775049
Franklin,18,2019-07-01,1.42,1,196017028
Mohammed,7,2019-05-21,0.55,1,196017211
Malika,25,2019-07-07,1.93,1,5748117
Jake,42,2019-07-02,3.26,1,12672756
Allan,2,2019-05-26,0.7,1,23718772
Molly,33,2019-06-16,2.75,1,54970203
Maki,2,2019-01-13,0.21,1,50814751
Emon,3,2019-01-01,0.3,1,196059058
Daitao,1,2019-01-19,0.18,1,37001535
Emily,30,2019-06-17,2.49,1,152708570
Debbie & Hilel,36,2019-06-23,2.8,1,64626614
Michael,26,2019-06-29,2.39,1,2797280
Bliss Beata,1,2019-01-02,0.16,1,93752700
Cristian,14,2019-06-21,1.32,1,3185760
Janne,92,2019-07-06,7.26,1,1855509
Siddhartha,2,2019-04-25,0.17,1,15106211
Jeroen,0,,,1,6568666
Marina,57,2019-07-03,4.62,1,196171209
Lara,20,2019-05-31,1.62,1,27966935
Mimi,1,2018-08-14,0.09,1,196178201
Hannes & Will,14,2019-06-16,1.12,1,56198002
Brian,42,2019-07-01,3.77,1,99268393
Christina,0,,,1,11121151
Lynn,1,2018-07-24,0.09,1,4426065
Patience,23,2019-03-02,1.81,1,196274503
Alisha,15,2019-06-16,1.28,2,102410496
Teddy,25,2019-05-27,2.18,1,196333700
Dakota,5,2019-04-27,0.39,1,33592161
Randaull,27,2019-03-30,2.13,1,195831980
Mariela,15,2019-06-07,1.34,1,171171143
Ewa,5,2018-11-26,0.39,1,24545739
Donyanaz,0,,,1,195656040
Bryan,3,2019-05-30,0.24,2,501343
Alex,28,2019-06-24,2.26,1,4227314
Paschal,1,2018-07-10,0.08,1,196373534
Malu,1,2018-06-20,0.08,1,502897
Andrés,4,2019-06-29,0.37,1,17444700
Dipti,8,2019-01-02,0.65,1,4965751
Veronika,46,2019-07-02,3.85,1,840092
Edgard,20,2019-05-04,1.82,1,6724903
Julia,15,2019-01-03,1.17,1,107712560
Pedro Y Martha,15,2019-07-01,1.18,1,196421197
Joshua,40,2019-06-27,3.18,1,40323007
Emily,5,2018-11-04,0.39,1,20659309
Anastasia,27,2019-07-07,2.11,1,195638506
Majidudeen,0,,,1,76237449
Deanna,2,2018-07-05,0.16,1,6171984
German And Wendy,68,2019-07-04,5.37,1,196468460
Damien,29,2019-07-07,2.47,2,196476281
Marisha,5,2019-06-28,0.45,2,1004883
Rees,10,2019-04-10,0.85,1,196462256
槟利,2,2018-07-30,0.17,1,20630497
Andreas & Bella,45,2019-06-13,3.56,2,196088317
Chelcie,16,2019-06-09,1.55,1,6213880
Tevfik,1,2018-07-30,0.09,1,18260424
Denisse,0,,,1,9787070
현선,0,,,1,18497228
Deon,0,,,2,158215530
Courtney,0,,,1,48618049
Ronen,3,2019-05-18,0.34,1,196549213
Erica,3,2019-06-01,0.33,2,196557649
Stephanie,0,,,1,14170288
Georges,2,2018-07-01,0.16,1,7235975
Vivian,3,2018-07-22,0.25,1,196580929
Charlotte,2,2018-08-09,0.16,1,5213686
Angie,2,2018-09-30,0.2,1,166366283
John,37,2019-07-07,4.25,2,102263916
Anna,6,2019-04-22,0.52,1,2697373
Kristina,1,2019-07-06,1.0,1,4196156
Vasilisa,5,2019-05-20,0.51,1,10995888
Sarah,21,2019-04-14,1.72,1,8871034
Mik,4,2019-06-24,0.38,1,4410830
Yankel,27,2019-06-30,2.13,1,17510243
Akriti,15,2019-06-16,2.02,1,45062059
Ge,28,2018-11-28,2.2,1,196660011
David S,0,,,1,193889243
Erika,35,2019-06-18,2.82,1,12501133
Kit,6,2018-10-27,0.5,1,10448798
Stephanie,2,2018-12-31,0.2,1,5161217
Chelsea,72,2019-05-27,5.82,1,42110861
Olga,9,2019-05-31,0.74,2,21146326
Tina,1,2018-08-26,0.09,1,99658452
Joshua,45,2019-06-30,3.56,1,52526057
Dee,1,2018-06-24,0.08,1,196701166
Sheri,5,2018-08-12,0.39,1,45251482
Peter,1,2018-06-30,0.08,1,82359141
Tom,5,2019-01-01,0.43,1,385367
Janice,6,2018-08-11,0.48,3,27474188
Ferheen,1,2018-07-09,0.08,1,168244985
Petula,13,2019-07-01,1.23,1,145238884
Corrie,10,2019-04-28,1.12,1,13414796
Daniel,0,,,1,196838948
Caitie,2,2019-05-31,0.23,1,149328348
Patrick,3,2018-11-02,0.27,1,19665329
Elise,41,2019-07-01,3.32,2,70011812
Gabrielle,3,2019-01-01,0.46,1,108286255
Francesco,6,2018-08-04,0.48,1,66196101
Beto,9,2019-06-15,0.8,1,2258341
Leli,22,2019-04-28,1.77,4,59982224
Anthony,8,2019-06-11,0.63,1,64825520
Freddie,7,2019-06-30,1.11,1,2773082
Marina,16,2019-06-17,1.38,2,196872053
Kimberley,0,,,1,196900738
Mickey,58,2019-07-07,4.59,1,196903663
Birim,50,2019-06-15,4.07,1,63600861
Thomas,9,2019-06-29,1.17,1,1260391
Monique And Colin,26,2019-06-23,2.26,1,183603765
Alejandro,11,2019-05-12,0.92,1,104124704
Mike,41,2019-06-30,3.31,1,196961556
Judah,10,2019-04-21,0.86,1,2747221
Steve,43,2019-07-03,3.6,1,62701284
Alexis,21,2019-07-07,1.81,2,55978113
Monica,23,2019-07-02,2.19,2,53621
Titi,32,2019-06-29,3.06,1,156255637
Natalya,11,2019-05-19,0.91,1,26596078
Yann,3,2018-08-21,0.27,1,150482926
Kathleen,5,2018-09-25,0.45,1,28071093
Julie,5,2019-06-29,0.57,1,46592613
Anna,10,2019-06-14,1.15,2,10371008
Maria,22,2019-07-06,1.76,1,197169969
Myrto,3,2019-01-07,0.3,1,6141162
Lea,0,,,1,38969811
Lyric At 70 Pine,36,2019-07-07,2.83,8,197053492
Erika & Brett,19,2019-06-16,1.51,1,9962257
Lizzy,0,,,1,48260592
Jameel,0,,,1,71742050
Shayna,1,2018-09-27,0.11,1,17673366
Alex,0,,,1,28171999
Jacob,60,2019-06-19,4.76,7,197190247
Elodie,6,2018-11-20,0.5,1,506007
Cindy,2,2018-07-30,0.16,1,7132948
Megan,2,2019-05-29,0.17,1,2989773
William,31,2019-07-01,2.5,5,191338162
Lisa,28,2019-07-01,2.25,1,64097192
Alex,2,2018-07-05,0.16,1,9478555
Oni,23,2019-06-30,1.85,1,192750134
J.T.,0,,,1,197355864
Lauren,3,2018-08-19,0.25,1,124693842
Alberto,5,2018-12-14,0.51,1,42993277
Clement,0,,,1,171092619
John,20,2019-06-25,1.63,1,186110692
Gennaro,57,2019-06-16,4.49,2,87757867
Abigail,4,2019-03-31,0.98,1,22090713
Taryn,21,2019-07-01,1.69,1,6402171
Olya,18,2019-06-23,1.48,1,5314938
Yosh,35,2019-04-23,2.84,1,191276498
Kate,1,2018-06-28,0.08,1,28186801
Marj,2,2019-05-20,0.21,1,119156699
Susye,1,2018-10-10,0.11,1,197487133
Nina,3,2019-05-31,0.28,3,197354631
Corey,2,2019-01-02,0.17,1,197294267
Putri,1,2018-08-10,0.09,1,19562
Elena,0,,,1,118763899
Genny,16,2019-06-23,1.53,3,197516314
Petya,25,2019-07-01,5.64,1,145536848
Joy,8,2019-06-30,0.71,1,22737802
Ash,3,2019-04-09,0.26,1,143719035
Anqi,1,2018-07-28,0.09,1,187960424
Alfredo,13,2019-06-12,1.11,1,17084566
Param,2,2019-06-05,0.32,1,42624482
Elizabeth,1,2018-07-01,0.08,1,39872420
Debbie,2,2019-05-19,1.03,2,30613046
Vlad,60,2019-07-07,4.76,2,197579052
Kyle,1,2018-07-07,0.08,1,197584424
Alexandra,0,,,1,197675041
Nick,6,2019-06-03,0.94,1,43297299
Lucy,3,2019-05-28,0.26,3,195041901
Lisa,18,2019-06-05,1.44,1,57456594
Nicole,30,2019-06-16,2.56,1,197740847
Akem & Terry,22,2019-07-06,1.88,1,197736479
Jess,5,2019-04-08,0.44,1,39305771
Lucia,3,2018-08-07,0.24,2,32543699
Alexandra,11,2019-06-09,0.95,1,20126746
Zoraida,36,2019-06-24,3.33,1,197794017
Juan,26,2019-06-09,2.17,1,24013611
Gabriella,2,2018-10-10,0.22,1,195965905
Sara,5,2019-05-22,0.49,1,3274004
Laurence,33,2019-06-30,2.82,1,118619861
David,5,2018-12-30,0.43,1,159498011
Anne,55,2019-07-03,5.32,1,27600568
Christiana,22,2019-07-07,3.59,1,197957799
Konrad,4,2018-09-09,0.34,1,167568754
Shalisa,30,2019-06-30,2.5,1,47718147
Veronica,15,2019-06-27,1.23,1,128731102
Rex,1,2018-10-08,0.11,1,162138028
Maria,31,2019-06-30,2.8,2,155152907
Noemi,23,2019-07-07,1.89,1,1290628
Emil,4,2019-06-21,0.33,1,25107874
Mich,27,2019-06-21,2.26,2,198018391
Rita,4,2018-12-30,0.35,1,198030672
Errol,5,2019-06-28,1.4,1,198033559
Anh & David,55,2019-07-05,4.41,1,4694251
Angelica,73,2019-06-30,5.82,2,197334240
Patty,5,2019-01-01,0.46,1,65884218
Trisha,0,,,1,11080981
Jack,8,2018-12-04,0.76,1,36644104
Tom,6,2019-06-23,0.66,1,16485294
Christopher,22,2019-03-24,1.77,1,6032380
Alex,36,2019-06-09,2.87,1,198082137
Bernarda,31,2019-07-08,2.95,1,140039953
Amber,3,2018-07-15,0.25,1,23272375
Rachael,2,2018-10-28,0.19,2,2594243
Kim,2,2018-11-24,0.18,1,20884180
Likowsky,5,2018-08-19,0.4,1,129168532
Janie,1,2018-08-08,0.09,1,39456887
Owen,9,2019-06-14,0.75,1,4292600
Taylor,11,2018-09-20,0.93,1,115424426
Marine,19,2019-06-24,1.61,1,27355064
Rauf,45,2019-07-05,3.69,2,81127692
Roger,6,2019-05-19,0.53,1,198193838
Lucy,15,2019-07-01,4.74,2,198195140
Joey,3,2018-10-03,0.24,1,46370836
Lola,1,2019-05-25,0.67,1,1828429
Joseph,0,,,1,45094825
Tarry,57,2019-05-04,4.63,1,44927221
Robert,0,,,1,117086989
Sabine,58,2019-05-29,4.69,1,198084744
Taina,39,2019-06-23,3.28,1,19961365
Daphna,16,2018-11-19,1.33,1,10763733
Brock,6,2019-04-26,0.65,1,190854592
Phil,32,2019-06-26,2.67,1,3282282
Jackson,16,2019-06-17,1.32,1,21184527
Ariane,1,2018-08-20,0.09,1,844253
Sean,22,2019-03-24,1.8,1,123648417
Deborah,106,2019-06-29,8.69,2,174197082
Lamar,18,2019-06-01,1.45,1,8686752
Jake,11,2019-06-01,0.88,1,18197365
Natia,0,,,1,37072476
Julian,54,2019-06-19,4.34,1,109040481
Jonny,31,2019-06-30,2.81,1,91498269
Courtney,1,2019-06-04,0.86,1,4806931
Zhaoyun,2,2018-08-11,0.17,1,52529356
Jason,44,2019-07-06,5.28,1,74145986
Miho,0,,,1,198340695
Dana,23,2019-07-01,1.95,1,19393471
Liza,2,2019-01-02,0.29,1,18252465
Karen,4,2019-01-01,0.36,1,6088893
Michael,35,2019-06-29,3.11,1,6308220
Mary,3,2019-01-03,0.24,1,58071546
Jennifer,7,2019-04-24,0.59,1,72299995
Tk,6,2018-09-27,0.49,1,129559316
Michael,5,2018-07-29,0.41,2,86892036
Jen,3,2019-01-07,0.38,1,24378438
Nuno,38,2019-06-23,3.25,1,37274021
Brett-Michael,2,2018-08-03,0.17,1,12302238
Jasmine,0,,,1,424656
Niccolo,1,2018-06-30,0.08,1,7090327
Maria Ivy,6,2019-01-03,0.7,1,75479380
Emma,6,2019-06-23,0.52,1,68074387
Jenya,11,2019-06-23,0.93,1,47475970
Jana,4,2018-10-02,0.35,2,2180581
Lillie & Donald,13,2019-01-02,1.26,1,135585700
Jelani,10,2019-06-05,0.87,2,198478845
Janine,15,2019-07-01,3.46,1,198482796
Mark,2,2019-06-19,0.81,1,6323006
Samantha,4,2018-08-13,0.33,1,20237617
Lucia,5,2019-05-20,0.43,1,45448756
Rebecca,0,,,2,4492236
Byron,13,2019-05-08,1.42,1,10747093
Floriana,11,2019-03-11,0.89,1,16118005
Alexandria,4,2018-07-13,0.32,1,152032831
Gardell,9,2019-06-15,0.77,1,145721354
Paul,25,2019-06-22,2.17,1,6722833
Laural,1,2018-07-15,0.08,1,66757117
Ai,12,2019-05-27,1.13,1,22309598
Izi,32,2019-06-29,2.73,1,198666761
J,1,2018-11-30,0.14,1,198674086
Quincy,5,2019-05-20,0.43,1,198691406
Giovanna,82,2019-06-16,7.01,1,164345159
Catherine,2,2018-07-27,0.17,1,38714592
Rikki,3,2018-11-04,0.33,1,50361964
Sarah,0,,,1,140096210
Harold,0,,,1,19259107
Abby,12,2019-07-01,1.07,10,172369331
Robert,5,2019-01-01,0.44,1,16753104
Dana,5,2018-12-31,0.42,1,17224262
Joey,6,2018-12-10,0.51,2,53046634
Leivan,55,2019-06-23,4.61,1,198835140
Nish,9,2019-06-01,0.74,1,6293227
Brigit,34,2019-06-24,2.8,2,198853982
Melinda,21,2019-06-23,1.82,1,319488
Michael,0,,,1,244444
Nat,2,2019-01-02,0.22,1,198884450
Tyler,0,,,1,25545946
Rev. Simone,1,2019-05-19,0.58,1,97378432
Virginie,0,,,1,188393472
Mehedhi,55,2019-06-19,4.5,1,198890291
Amanda,14,2018-09-29,1.12,1,198451327
Cathy,27,2019-07-07,2.21,1,198476726
Ana,30,2019-06-26,2.54,3,158922261
Dian,1,2018-07-06,0.08,1,7970340
Elizabeth,8,2018-09-16,0.65,1,199014573
Naheel,11,2019-04-09,0.94,1,24496471
Jonathan,2,2018-08-14,0.18,1,22583075
César Julio,1,2018-08-01,0.09,1,71404080
Jonathan,1,2018-07-11,0.08,1,55240477
Nïco,35,2019-06-30,2.87,1,4291088
Yooin,25,2019-06-25,2.07,1,274910
Hiram,9,2019-07-01,1.03,2,198328249
Vincent,29,2019-07-01,2.46,6,73425483
Stacey,8,2019-05-13,0.66,1,749126
Mayur,14,2019-06-29,1.98,1,9638257
Oscar,52,2019-06-24,4.79,2,199070207
Priyanka,2,2019-01-13,0.19,1,136846568
Angela,52,2019-06-23,4.36,1,73570025
Alicia,0,,,1,196904829
Al,6,2018-08-11,0.5,1,157506473
Tami,37,2019-06-25,3.68,1,199118646
Lee,1,2018-08-18,0.09,1,33233142
Brittany,16,2019-06-20,1.58,1,56666937
Angel,12,2018-07-28,0.97,1,65093286
Ben,30,2019-06-01,2.51,2,197400421
Barak,3,2019-01-01,0.25,1,10577999
Regina,2,2018-07-02,0.16,1,1473755
Lionel,34,2019-07-01,2.74,2,35746135
Rebecca,25,2018-11-30,2.05,1,40905101
Mercedes,2,2018-09-30,0.17,1,24079691
Hamad,134,2019-07-07,10.86,1,38920716
Martin,0,,,1,110049861
Christina,6,2018-11-25,0.48,1,40594187
Victoria,41,2019-06-30,3.35,1,24712915
Santiago,7,2018-07-31,0.57,1,127595553
Daniel,31,2019-06-26,2.88,1,13533446
Despina,7,2018-10-31,0.58,1,36383204
Jacqueline,49,2019-07-02,4.06,1,199315923
Eeman,35,2019-06-18,2.91,2,199213364
Paul,10,2019-06-11,0.87,1,199299171
Talia,2,2019-04-30,0.17,1,2188481
Andrea,23,2019-07-01,1.99,2,49909186
Lotte,3,2019-06-27,0.28,1,6072790
Alex,4,2019-05-11,0.35,1,14907512
Andrea,22,2019-06-03,1.9,1,53276746
Michelle,2,2019-06-30,1.3,1,187139932
William,7,2019-01-03,0.63,1,11541034
Sydney,4,2019-06-23,0.35,3,199466039
Alwyn,18,2019-06-30,1.6,1,74911937
David,1,2018-08-14,0.09,1,198900829
Lou,34,2019-06-11,2.83,5,199147185
Brian,2,2018-08-07,0.17,1,28325192
Laura-Lee,34,2019-06-28,2.9,1,56060495
Justin,2,2018-07-21,0.16,1,41655831
Holly,1,2018-07-08,0.08,1,85712984
Bei,28,2019-05-28,2.36,3,199524563
Anna,1,2018-09-25,0.1,1,11459431
Waen,47,2019-07-01,4.15,1,28727058
Evgeny,0,,,1,4823737
Yasser,0,,,1,108454497
Eileen,1,2018-07-30,0.09,1,1495694
Kai,6,2019-03-25,0.52,1,5225042
Gursharan,1,2018-07-03,0.08,1,51783601
Cecilia,1,2018-07-27,0.09,1,77303930
Brandon,0,,,1,4066678
Marvin,20,2019-06-22,1.94,1,179483216
Taylor,2,2018-07-15,0.17,1,104157084
Bob,32,2019-06-26,2.92,1,17400431
Andre,36,2019-06-23,2.96,1,10457300
Debbie,31,2019-06-23,2.66,1,20444038
Julia,24,2019-06-08,2.02,1,7169873
Charles,6,2019-06-26,0.54,1,552288
Millie,2,2019-01-01,0.25,1,172190160
Rudi,0,,,1,152047633
Jared,13,2019-06-17,1.13,1,1840698
Anuar,15,2019-06-05,2.33,1,199702366
Edwin,67,2019-07-06,6.07,1,143979755
Leanne,1,2018-07-31,0.09,1,18210699
Christina,30,2019-06-16,2.54,1,155924492
Jeffrey & Casandra,8,2019-07-07,8.0,1,72746827
Dena,8,2019-06-03,0.69,1,16782911
Peggy,6,2018-10-01,0.54,1,23342828
Will,2,2018-08-29,0.18,1,173259171
Nonie,19,2019-06-24,1.6,1,199745521
George,16,2018-11-24,1.32,1,68287582
Leigh,9,2019-06-28,0.8,1,390844
Luqman,7,2018-08-23,0.59,1,199740814
Rose,42,2019-06-21,3.62,1,186452920
Rachael,7,2019-05-12,0.62,1,176955227
Tamiris,4,2019-06-01,1.5,2,7943066
Romulo,3,2018-08-23,0.26,1,199793200
Emma,1,2018-07-31,0.09,1,167621521
Ailin,1,2018-07-25,0.09,1,151714821
Dening,3,2018-07-09,0.25,1,199808815
David,4,2018-10-01,0.34,2,109196702
Chris & Grace,42,2019-06-23,3.43,2,15147054
Vady,66,2019-06-19,5.38,1,199828653
Zoë,11,2019-07-05,0.99,1,1510920
Syeda,50,2019-06-23,4.25,9,199833548
Theodoros,10,2019-06-29,0.89,2,199887038
Hiten,23,2019-07-02,1.86,1,6947681
Ezequiel,1,2019-05-04,0.45,1,52538564
Lucie,2,2019-05-25,0.19,1,9678132
Barbara,5,2018-10-15,0.41,1,27497250
Jaime,6,2018-09-24,0.55,1,33055418
Sushmita,1,2018-07-10,0.08,1,197516742
Elizabeth,24,2019-07-01,2.11,1,17407870
Jennifer,1,2018-11-05,0.12,1,46555645
Ari,3,2018-08-05,0.25,1,9685952
Fei,0,,,1,55785340
Joe,80,2019-06-22,6.59,3,199946021
Kevin Unal,58,2019-06-18,4.89,1,199956234
Selin,3,2018-07-22,0.25,1,139899546
Maggie,2,2018-07-22,0.16,1,168815258
Barbara,19,2019-06-03,1.62,3,56338076
Christian,2,2018-07-29,0.17,1,3188892
Sean,24,2019-06-30,2.09,1,199985122
Myles,28,2019-06-24,2.36,1,1514109
Rose,4,2019-02-10,0.33,1,200007278
Figo,7,2019-04-02,0.62,2,158972140
Joey,1,2018-07-17,0.08,1,40398107
Vivian,0,,,1,200018869
Nina,5,2019-05-19,0.43,7,50756378
Borna,1,2018-08-15,0.09,1,73269245
Talia,4,2018-11-24,0.33,1,200049516
Loretta,0,,,1,173227728
Rachel,6,2018-08-26,0.49,1,199584723
Lina,0,,,1,176189568
Ankeen,1,2018-07-21,0.08,1,17768644
Elik,6,2019-06-10,0.52,1,952381
Danny,15,2019-01-01,1.33,1,199954647
Bryan,1,2018-07-30,0.09,1,200166257
Zara,0,,,1,128883588
Janli,26,2019-05-31,2.39,1,85852354
Marco,18,2019-06-22,1.53,1,47924569
Krista,0,,,1,7117901
Matthew,3,2018-10-31,0.26,1,57322447
Sarah & Bruce,11,2019-04-28,0.94,1,2208401
Jasmine,5,2019-05-16,0.41,1,46970670
Ally,13,2019-06-30,1.09,1,27964506
Jeff,30,2019-06-06,2.64,3,19433714
Daniella,3,2018-12-30,0.26,1,7612089
Ildiko,3,2019-05-06,0.42,1,502829
Bianca,0,,,1,14927030
Anna,3,2018-08-19,0.28,2,88576580
Cesar,50,2019-06-23,4.19,1,24195130
Zephyr,3,2018-09-19,0.25,1,19704368
Dara,7,2019-03-24,0.59,1,104117770
Fernando,1,2018-08-19,0.09,1,1116256
Richard,14,2019-06-30,1.15,1,200439496
Jessica,7,2019-06-26,0.64,1,17926275
Tiffany,0,,,1,8060373
Eric,39,2019-06-30,3.24,1,158687034
Alex,22,2019-07-01,9.17,1,7054114
Mary,8,2018-12-08,0.68,1,200453889
